state,district_type,education_level,infrastructure_score,toilet_access,drinking_water_source,electricity_access,employment_type,health_index,poverty_status,housing_type,cooking_fuel_type,phone_access,transport_mode,internet_access
Jharkhand,Urban,Secondary,43.1,Private,Unprotected,0,Private job,0.09,1,Kutcha,Kerosene,Basic Phone,Private Vehicle,1
Tamil Nadu,Rural,Graduate,7.5,Private,Public tap,1,Unemployed,0.16,1,Semi-Pucca,Firewood,Basic Phone,Public Transport,0
Chhattisgarh,Urban,No School,61.6,Shared,Well,1,Informal,0.18,1,Kutcha,Kerosene,Smartphone,Public Transport,0
Tamil Nadu,Rural,Secondary,47.5,No,Private tap,1,Private job,0.45,1,Kutcha,Kerosene,None,Public Transport,1
West Bengal,Rural,Graduate,30.4,Private,Private tap,1,Unemployed,0.14,1,Semi-Pucca,LPG,None,Public Transport,1
Bihar,Urban,Postgraduate,38.9,Private,Unprotected,1,Self-employed,0.71,1,Semi-Pucca,Firewood,None,Cycle,1
Gujarat,Rural,Graduate,78.7,Private,Private tap,1,Informal,0.14,1,Kutcha,Firewood,Smartphone,Private Vehicle,0
Rajasthan,Urban,Primary,27.3,Private,Well,1,Informal,0.24,1,Semi-Pucca,Firewood,None,Private Vehicle,0
West Bengal,Rural,Graduate,59.4,Shared,Private tap,1,Private job,0.39,0,Pucca,LPG,Basic Phone,Private Vehicle,0
Gujarat,Rural,Graduate,54.4,No,Well,0,Self-employed,0.33,1,Semi-Pucca,LPG,None,Cycle,1
West Bengal,Rural,Graduate,42.9,Private,Unprotected,0,Govt job,0.18,1,Kutcha,LPG,Basic Phone,Cycle,0
Chhattisgarh,Urban,Graduate,62.9,Shared,Well,1,Self-employed,0.19,1,Semi-Pucca,Biogas,Smartphone,Private Vehicle,1
Bihar,Rural,Postgraduate,82.6,Private,Private tap,1,Self-employed,0.16,1,Pucca,Firewood,Basic Phone,Walk,1
Maharashtra,Urban,No School,44.1,Shared,Private tap,1,Govt job,0.23,1,Kutcha,Kerosene,Smartphone,Public Transport,0
Uttar Pradesh,Rural,Primary,45.1,Shared,Unprotected,1,Private job,0.32,1,Kutcha,LPG,Basic Phone,Cycle,1
Uttar Pradesh,Rural,Graduate,62.4,No,Unprotected,0,Private job,0.24,1,Semi-Pucca,Firewood,Smartphone,Public Transport,1
West Bengal,Rural,Primary,68.4,Private,Private tap,1,Govt job,0.04,1,Kutcha,LPG,Smartphone,Private Vehicle,1
Maharashtra,Rural,No School,47.4,Private,Unprotected,0,Informal,0.26,1,Semi-Pucca,LPG,Basic Phone,Public Transport,1
Jharkhand,Rural,Secondary,43.9,Shared,Well,0,Unemployed,0.24,1,Semi-Pucca,Biogas,None,Walk,1
Uttar Pradesh,Urban,Graduate,5.6,Shared,Public tap,1,Unemployed,0.33,1,Pucca,Firewood,None,Public Transport,0
Odisha,Urban,Primary,34.4,Private,Well,1,Informal,0.38,1,Semi-Pucca,Kerosene,Basic Phone,Walk,1
West Bengal,Rural,Secondary,27.2,Shared,Well,1,Informal,0.37,1,Pucca,Firewood,Basic Phone,Walk,0
Rajasthan,Urban,No School,63.7,Shared,Unprotected,1,Unemployed,0.31,1,Kutcha,Firewood,Basic Phone,Private Vehicle,1
Bihar,Rural,Primary,45.1,Shared,Public tap,1,Informal,0.24,1,Pucca,LPG,Basic Phone,Private Vehicle,0
Madhya Pradesh,Rural,Secondary,44.3,Shared,Private tap,0,Unemployed,0.13,1,Semi-Pucca,Kerosene,None,Public Transport,0
Kerala,Rural,No School,49.8,Private,Unprotected,1,Self-employed,0.11,1,Pucca,LPG,Basic Phone,Public Transport,1
Tamil Nadu,Rural,Graduate,32.6,No,Well,1,Unemployed,0.36,1,Semi-Pucca,LPG,Basic Phone,Private Vehicle,1
West Bengal,Rural,Graduate,81.1,Shared,Public tap,1,Govt job,0.09,1,Semi-Pucca,Kerosene,Smartphone,Walk,0
Uttar Pradesh,Rural,Graduate,76.0,Shared,Unprotected,1,Informal,0.16,1,Pucca,Biogas,None,Cycle,1
Tamil Nadu,Rural,Primary,82.4,Shared,Well,0,Self-employed,0.21,1,Pucca,Biogas,None,Public Transport,0
Rajasthan,Rural,Secondary,63.7,Private,Well,1,Private job,0.11,1,Semi-Pucca,LPG,Basic Phone,Cycle,0
Maharashtra,Rural,Primary,49.4,No,Private tap,1,Unemployed,0.16,1,Pucca,Biogas,None,Cycle,0
Chhattisgarh,Rural,Primary,82.3,Private,Private tap,1,Private job,0.44,1,Semi-Pucca,Firewood,Smartphone,Public Transport,0
Kerala,Rural,Secondary,36.4,No,Public tap,1,Self-employed,0.11,1,Semi-Pucca,Firewood,Smartphone,Public Transport,1
Jharkhand,Rural,Graduate,32.6,Private,Well,0,Unemployed,0.08,1,Pucca,Firewood,Basic Phone,Cycle,0
Gujarat,Urban,No School,38.0,Private,Well,1,Informal,0.03,1,Kutcha,Biogas,Smartphone,Public Transport,1
Maharashtra,Rural,Primary,60.5,Shared,Private tap,0,Private job,0.54,1,Semi-Pucca,LPG,Smartphone,Public Transport,1
Madhya Pradesh,Rural,Postgraduate,34.8,Private,Well,1,Self-employed,0.1,1,Semi-Pucca,Biogas,None,Walk,1
Chhattisgarh,Rural,Secondary,46.9,Shared,Private tap,1,Informal,0.3,0,Pucca,Firewood,Smartphone,Public Transport,0
Rajasthan,Urban,Postgraduate,18.0,No,Well,1,Private job,0.45,1,Kutcha,Firewood,Smartphone,Private Vehicle,0
Uttar Pradesh,Rural,Postgraduate,59.6,Shared,Private tap,0,Govt job,0.2,1,Semi-Pucca,LPG,Basic Phone,Public Transport,1
Maharashtra,Rural,Secondary,19.7,Shared,Private tap,0,Govt job,0.17,1,Pucca,Firewood,Smartphone,Public Transport,0
Odisha,Rural,Primary,31.4,Shared,Public tap,1,Private job,0.46,1,Kutcha,LPG,Smartphone,Walk,0
Bihar,Rural,Graduate,74.3,Shared,Well,1,Govt job,0.36,0,Kutcha,Kerosene,Smartphone,Walk,1
Chhattisgarh,Urban,Primary,73.6,Shared,Well,1,Informal,0.46,1,Kutcha,LPG,None,Walk,1
Chhattisgarh,Rural,Primary,57.5,Private,Private tap,1,Self-employed,0.23,1,Kutcha,LPG,None,Public Transport,0
Madhya Pradesh,Rural,Graduate,55.5,Shared,Well,0,Govt job,0.43,1,Pucca,LPG,Smartphone,Public Transport,1
Bihar,Rural,Secondary,39.4,No,Private tap,0,Unemployed,0.46,1,Pucca,LPG,Basic Phone,Public Transport,1
Rajasthan,Rural,Primary,34.5,Shared,Public tap,1,Unemployed,0.22,1,Pucca,Firewood,Smartphone,Cycle,1
Tamil Nadu,Urban,Secondary,42.8,Shared,Public tap,1,Unemployed,0.47,1,Semi-Pucca,Biogas,Smartphone,Walk,1
Tamil Nadu,Rural,Graduate,19.7,No,Private tap,1,Unemployed,0.21,1,Pucca,Kerosene,None,Public Transport,0
Bihar,Urban,Primary,55.0,No,Unprotected,1,Unemployed,0.2,1,Pucca,Firewood,Basic Phone,Private Vehicle,1
Maharashtra,Rural,Primary,51.0,Private,Public tap,1,Govt job,0.55,1,Pucca,LPG,Basic Phone,Public Transport,0
Jharkhand,Rural,Primary,31.3,Shared,Well,0,Govt job,0.28,1,Kutcha,LPG,None,Public Transport,1
West Bengal,Rural,Secondary,81.4,Private,Private tap,1,Unemployed,0.16,1,Kutcha,Biogas,Smartphone,Public Transport,0
Jharkhand,Rural,Graduate,62.1,No,Private tap,0,Govt job,0.2,1,Pucca,LPG,Smartphone,Private Vehicle,1
Jharkhand,Rural,Graduate,63.8,No,Public tap,1,Self-employed,0.23,1,Pucca,Firewood,None,Walk,1
Chhattisgarh,Rural,Secondary,40.3,Shared,Private tap,1,Informal,0.11,1,Pucca,Firewood,Smartphone,Private Vehicle,1
Chhattisgarh,Rural,No School,50.0,Private,Public tap,1,Informal,0.41,1,Semi-Pucca,Firewood,Smartphone,Private Vehicle,0
Kerala,Rural,Primary,62.5,Private,Private tap,1,Informal,0.27,1,Semi-Pucca,Firewood,Smartphone,Private Vehicle,1
Maharashtra,Rural,Primary,53.1,Shared,Public tap,1,Govt job,0.24,1,Semi-Pucca,Kerosene,Basic Phone,Private Vehicle,0
Uttar Pradesh,Rural,Primary,82.0,No,Well,1,Informal,0.17,1,Semi-Pucca,LPG,Smartphone,Public Transport,1
Gujarat,Rural,Primary,45.9,Shared,Unprotected,1,Informal,0.32,1,Semi-Pucca,LPG,Smartphone,Walk,0
Gujarat,Urban,Secondary,39.9,Shared,Unprotected,0,Unemployed,0.1,1,Semi-Pucca,Biogas,Smartphone,Private Vehicle,1
Gujarat,Rural,No School,62.7,Private,Unprotected,1,Private job,0.06,1,Kutcha,Kerosene,Basic Phone,Walk,1
Rajasthan,Rural,Graduate,24.7,Private,Unprotected,0,Govt job,0.33,1,Semi-Pucca,LPG,Basic Phone,Public Transport,0
Rajasthan,Rural,Graduate,68.5,Shared,Public tap,0,Informal,0.32,1,Semi-Pucca,LPG,Basic Phone,Public Transport,1
Maharashtra,Rural,Secondary,24.0,No,Private tap,1,Private job,0.09,1,Semi-Pucca,LPG,None,Walk,0
Kerala,Rural,No School,62.8,Private,Unprotected,1,Informal,0.62,1,Kutcha,Firewood,Basic Phone,Public Transport,1
Gujarat,Rural,Graduate,37.0,Private,Private tap,0,Self-employed,0.15,1,Pucca,Firewood,Basic Phone,Public Transport,0
Chhattisgarh,Rural,Postgraduate,59.5,Private,Public tap,1,Informal,0.39,0,Pucca,LPG,Basic Phone,Walk,0
Madhya Pradesh,Rural,Primary,68.1,Shared,Public tap,1,Informal,0.15,1,Kutcha,LPG,Smartphone,Walk,1
Gujarat,Rural,Graduate,53.1,Private,Unprotected,1,Govt job,0.28,1,Kutcha,LPG,None,Public Transport,1
Gujarat,Urban,Graduate,26.0,No,Well,1,Govt job,0.34,1,Semi-Pucca,LPG,Smartphone,Walk,0
Madhya Pradesh,Rural,Secondary,32.1,Shared,Unprotected,1,Informal,0.25,1,Semi-Pucca,Firewood,None,Private Vehicle,1
Uttar Pradesh,Rural,Primary,35.4,Private,Private tap,0,Unemployed,0.15,1,Semi-Pucca,Kerosene,Smartphone,Private Vehicle,1
Bihar,Rural,Secondary,12.1,Private,Unprotected,1,Informal,0.13,1,Pucca,Firewood,Basic Phone,Public Transport,0
Chhattisgarh,Urban,Secondary,72.5,Shared,Public tap,0,Govt job,0.1,1,Semi-Pucca,LPG,None,Walk,1
Tamil Nadu,Urban,Secondary,52.2,Private,Public tap,0,Unemployed,0.12,1,Semi-Pucca,Firewood,Smartphone,Public Transport,0
Tamil Nadu,Rural,Postgraduate,27.3,Private,Private tap,1,Self-employed,0.25,1,Semi-Pucca,LPG,Smartphone,Public Transport,1
Maharashtra,Urban,Graduate,79.1,Shared,Private tap,1,Private job,0.54,0,Kutcha,Firewood,Smartphone,Public Transport,0
Chhattisgarh,Rural,Primary,36.0,Private,Private tap,1,Unemployed,0.23,1,Semi-Pucca,Kerosene,Smartphone,Private Vehicle,1
Odisha,Rural,Secondary,55.0,Private,Unprotected,1,Private job,0.69,0,Pucca,LPG,None,Private Vehicle,1
Bihar,Rural,Secondary,33.5,Private,Unprotected,1,Unemployed,0.12,1,Semi-Pucca,Firewood,Basic Phone,Cycle,1
Tamil Nadu,Urban,Primary,9.6,Shared,Well,0,Self-employed,0.04,1,Pucca,Firewood,Basic Phone,Public Transport,1
West Bengal,Rural,Secondary,22.7,Shared,Private tap,0,Govt job,0.65,1,Pucca,LPG,Basic Phone,Public Transport,1
Gujarat,Rural,Postgraduate,41.0,Private,Well,1,Informal,0.38,0,Kutcha,LPG,Smartphone,Private Vehicle,0
Jharkhand,Rural,Secondary,68.0,Shared,Well,1,Informal,0.4,0,Semi-Pucca,Kerosene,Smartphone,Public Transport,1
Chhattisgarh,Rural,Primary,56.9,No,Public tap,1,Private job,0.1,1,Pucca,Kerosene,Smartphone,Public Transport,0
Odisha,Rural,Primary,52.8,Private,Well,1,Unemployed,0.23,1,Semi-Pucca,Firewood,Basic Phone,Public Transport,0
West Bengal,Urban,Secondary,9.8,Private,Public tap,1,Self-employed,0.36,1,Semi-Pucca,LPG,Smartphone,Cycle,1
Gujarat,Rural,Secondary,75.4,Shared,Private tap,1,Informal,0.41,0,Kutcha,Firewood,None,Walk,1
Jharkhand,Rural,Primary,54.5,No,Public tap,1,Informal,0.29,1,Semi-Pucca,LPG,Smartphone,Cycle,1
Jharkhand,Rural,Secondary,47.6,Private,Private tap,1,Self-employed,0.07,1,Pucca,LPG,Basic Phone,Cycle,1
Uttar Pradesh,Rural,No School,72.6,No,Unprotected,1,Self-employed,0.07,1,Semi-Pucca,Firewood,Basic Phone,Walk,1
Maharashtra,Rural,Primary,74.9,Shared,Well,1,Informal,0.54,1,Kutcha,LPG,Basic Phone,Private Vehicle,1
Gujarat,Urban,Secondary,73.1,No,Private tap,1,Self-employed,0.29,1,Pucca,Firewood,Smartphone,Walk,1
Bihar,Rural,No School,45.1,Private,Unprotected,1,Unemployed,0.22,1,Pucca,Firewood,Basic Phone,Private Vehicle,0
Chhattisgarh,Rural,Graduate,29.9,No,Unprotected,1,Unemployed,0.33,1,Kutcha,LPG,Smartphone,Walk,0
Odisha,Rural,Primary,69.8,Private,Private tap,1,Informal,0.58,1,Pucca,Firewood,Basic Phone,Walk,1
Kerala,Rural,Secondary,22.7,Private,Public tap,0,Self-employed,0.51,1,Kutcha,LPG,Smartphone,Private Vehicle,0
Uttar Pradesh,Rural,Secondary,88.9,Shared,Private tap,1,Informal,0.55,0,Semi-Pucca,LPG,Basic Phone,Private Vehicle,0
Madhya Pradesh,Rural,Secondary,50.6,No,Well,1,Self-employed,0.34,1,Pucca,Biogas,Smartphone,Walk,0
West Bengal,Rural,Graduate,28.8,No,Unprotected,1,Self-employed,0.26,1,Semi-Pucca,LPG,Smartphone,Walk,1
Kerala,Urban,Secondary,25.4,Shared,Public tap,1,Informal,0.47,1,Semi-Pucca,Biogas,Basic Phone,Walk,0
West Bengal,Rural,Graduate,24.4,Shared,Private tap,1,Self-employed,0.15,1,Semi-Pucca,Firewood,Basic Phone,Public Transport,0
Chhattisgarh,Rural,Secondary,52.8,Private,Private tap,1,Private job,0.3,0,Pucca,LPG,Basic Phone,Cycle,1
Odisha,Rural,Secondary,49.9,No,Unprotected,1,Informal,0.21,1,Semi-Pucca,Firewood,Basic Phone,Cycle,1
Odisha,Urban,Graduate,25.3,Private,Private tap,0,Govt job,0.31,1,Semi-Pucca,Firewood,Basic Phone,Private Vehicle,1
Jharkhand,Rural,Secondary,42.9,Private,Well,1,Informal,0.03,1,Pucca,LPG,Smartphone,Private Vehicle,0
Kerala,Rural,Secondary,22.6,Shared,Public tap,1,Govt job,0.2,1,Semi-Pucca,Firewood,Basic Phone,Private Vehicle,0
Odisha,Rural,Graduate,61.8,Shared,Well,1,Self-employed,0.11,1,Semi-Pucca,Firewood,Basic Phone,Public Transport,1
Tamil Nadu,Rural,Postgraduate,48.9,Private,Unprotected,1,Self-employed,0.64,0,Semi-Pucca,Firewood,Smartphone,Cycle,0
West Bengal,Rural,Secondary,42.4,Private,Public tap,1,Private job,0.15,1,Kutcha,Firewood,Basic Phone,Public Transport,1
Jharkhand,Rural,Secondary,24.2,Private,Unprotected,1,Informal,0.41,1,Kutcha,Firewood,None,Private Vehicle,0
Gujarat,Rural,No School,44.0,Shared,Unprotected,1,Informal,0.14,1,Pucca,Firewood,Basic Phone,Walk,1
Chhattisgarh,Rural,Secondary,41.7,Private,Well,1,Unemployed,0.43,1,Kutcha,Firewood,Smartphone,Private Vehicle,1
Odisha,Urban,Secondary,56.4,No,Public tap,1,Govt job,0.4,1,Kutcha,LPG,Basic Phone,Cycle,1
Maharashtra,Rural,Graduate,53.3,Shared,Unprotected,1,Govt job,0.32,0,Semi-Pucca,Firewood,Basic Phone,Cycle,1
Rajasthan,Urban,Secondary,65.8,Shared,Well,1,Informal,0.09,1,Pucca,Firewood,Basic Phone,Cycle,1
Gujarat,Rural,Graduate,40.3,Shared,Well,1,Informal,0.18,1,Pucca,Firewood,Basic Phone,Private Vehicle,0
Chhattisgarh,Rural,No School,12.8,Private,Public tap,1,Self-employed,0.1,1,Pucca,Firewood,Basic Phone,Walk,1
Gujarat,Urban,Secondary,69.8,No,Private tap,1,Unemployed,0.04,1,Pucca,Firewood,Basic Phone,Cycle,1
Kerala,Rural,Postgraduate,31.3,Private,Private tap,1,Informal,0.38,1,Kutcha,LPG,Basic Phone,Public Transport,0
Tamil Nadu,Rural,Primary,27.9,Private,Unprotected,0,Informal,0.58,1,Semi-Pucca,Biogas,Basic Phone,Private Vehicle,1
Bihar,Rural,No School,49.1,Private,Private tap,1,Self-employed,0.8,1,Pucca,LPG,Smartphone,Walk,1
Madhya Pradesh,Urban,Secondary,56.0,No,Public tap,1,Informal,0.51,1,Semi-Pucca,LPG,Smartphone,Public Transport,1
Gujarat,Rural,Graduate,39.4,Private,Private tap,1,Informal,0.34,1,Pucca,LPG,Basic Phone,Private Vehicle,1
Rajasthan,Urban,Secondary,39.2,Shared,Public tap,1,Self-employed,0.14,1,Kutcha,Firewood,Basic Phone,Private Vehicle,0
Jharkhand,Urban,Secondary,42.2,Private,Unprotected,1,Private job,0.34,0,Semi-Pucca,LPG,Basic Phone,Private Vehicle,1
West Bengal,Urban,Secondary,78.3,Private,Private tap,1,Unemployed,0.54,1,Pucca,LPG,Smartphone,Private Vehicle,1
Kerala,Rural,Primary,49.9,Shared,Public tap,1,Self-employed,0.29,1,Kutcha,Firewood,Basic Phone,Cycle,1
Kerala,Urban,Graduate,30.6,Shared,Public tap,1,Self-employed,0.13,1,Pucca,Biogas,Smartphone,Cycle,1
Maharashtra,Urban,Primary,30.8,Private,Public tap,1,Private job,0.46,1,Kutcha,Biogas,Basic Phone,Private Vehicle,1
Bihar,Rural,Secondary,45.0,Private,Well,1,Self-employed,0.17,1,Kutcha,LPG,Smartphone,Public Transport,1
Rajasthan,Rural,Secondary,54.8,Shared,Unprotected,1,Self-employed,0.08,1,Semi-Pucca,Firewood,Basic Phone,Cycle,0
West Bengal,Urban,Graduate,59.7,Shared,Public tap,1,Govt job,0.12,1,Kutcha,Firewood,Basic Phone,Public Transport,1
Madhya Pradesh,Rural,Graduate,52.5,Shared,Well,0,Informal,0.09,1,Kutcha,LPG,Smartphone,Cycle,0
Uttar Pradesh,Rural,Graduate,33.2,Private,Well,0,Self-employed,0.17,1,Kutcha,Firewood,Smartphone,Public Transport,1
Uttar Pradesh,Urban,Secondary,41.5,No,Public tap,1,Self-employed,0.32,1,Semi-Pucca,Firewood,Basic Phone,Cycle,1
Kerala,Rural,Primary,64.7,Private,Unprotected,1,Informal,0.31,1,Semi-Pucca,Firewood,Smartphone,Public Transport,1
Gujarat,Urban,Primary,27.1,Private,Private tap,1,Unemployed,0.19,1,Pucca,LPG,Basic Phone,Private Vehicle,1
Gujarat,Urban,Graduate,40.7,Private,Well,0,Informal,0.22,1,Pucca,LPG,Smartphone,Public Transport,0
Rajasthan,Rural,Graduate,61.9,Private,Public tap,1,Informal,0.06,1,Pucca,LPG,Basic Phone,Public Transport,0
Bihar,Urban,Postgraduate,67.5,Shared,Unprotected,1,Govt job,0.11,1,Semi-Pucca,Firewood,Smartphone,Cycle,0
Kerala,Urban,No School,46.1,Shared,Unprotected,1,Private job,0.28,1,Kutcha,Biogas,Basic Phone,Walk,0
Uttar Pradesh,Rural,Secondary,41.8,No,Public tap,0,Informal,0.26,1,Semi-Pucca,LPG,None,Public Transport,1
Kerala,Rural,Secondary,23.6,Shared,Well,1,Unemployed,0.21,1,Kutcha,LPG,Smartphone,Public Transport,1
Uttar Pradesh,Rural,Graduate,60.5,No,Private tap,1,Private job,0.13,1,Semi-Pucca,LPG,Smartphone,Cycle,1
Rajasthan,Rural,Secondary,76.4,Private,Unprotected,0,Self-employed,0.06,1,Semi-Pucca,LPG,Smartphone,Private Vehicle,0
Rajasthan,Rural,Graduate,100.0,Private,Private tap,1,Private job,0.15,1,Semi-Pucca,Biogas,Smartphone,Public Transport,0
Bihar,Rural,Secondary,57.7,Shared,Unprotected,1,Unemployed,0.26,1,Pucca,LPG,Smartphone,Public Transport,0
Jharkhand,Rural,Primary,49.0,Shared,Unprotected,1,Govt job,0.01,1,Semi-Pucca,Kerosene,Smartphone,Cycle,0
Jharkhand,Rural,Primary,31.6,No,Unprotected,0,Govt job,0.18,1,Kutcha,LPG,Smartphone,Private Vehicle,1
Kerala,Rural,No School,12.4,Private,Well,1,Unemployed,0.19,1,Kutcha,Firewood,Basic Phone,Private Vehicle,1
Maharashtra,Urban,Secondary,53.5,Private,Well,1,Unemployed,0.32,1,Pucca,Firewood,Smartphone,Public Transport,1
Kerala,Rural,No School,97.0,Shared,Public tap,1,Informal,0.49,1,Semi-Pucca,Kerosene,Smartphone,Walk,1
Kerala,Rural,Primary,75.4,Private,Private tap,1,Informal,0.37,1,Kutcha,Firewood,Basic Phone,Walk,0
Bihar,Rural,Secondary,72.3,Shared,Private tap,0,Private job,0.26,1,Kutcha,Firewood,Smartphone,Public Transport,0
Maharashtra,Rural,Graduate,54.9,Shared,Public tap,1,Informal,0.14,1,Semi-Pucca,Kerosene,None,Walk,1
Chhattisgarh,Rural,Graduate,57.2,No,Well,0,Govt job,0.31,1,Kutcha,LPG,Smartphone,Cycle,1
Kerala,Rural,Primary,1.5,Private,Private tap,1,Govt job,0.13,1,Semi-Pucca,LPG,Basic Phone,Walk,1
Jharkhand,Rural,Primary,65.3,No,Public tap,1,Informal,0.17,1,Semi-Pucca,Firewood,Smartphone,Cycle,1
Jharkhand,Rural,Primary,38.4,No,Unprotected,1,Self-employed,0.18,1,Kutcha,Firewood,Basic Phone,Private Vehicle,0
Maharashtra,Rural,Postgraduate,36.0,No,Private tap,0,Unemployed,0.18,1,Kutcha,Firewood,Basic Phone,Public Transport,1
West Bengal,Rural,Secondary,43.5,Shared,Well,1,Informal,0.3,0,Kutcha,LPG,Smartphone,Walk,1
Gujarat,Rural,Primary,42.9,Private,Private tap,1,Private job,0.31,1,Semi-Pucca,Firewood,Basic Phone,Public Transport,0
Rajasthan,Rural,Graduate,35.6,Shared,Unprotected,1,Unemployed,0.19,1,Kutcha,Firewood,Basic Phone,Walk,0
Maharashtra,Urban,Secondary,50.3,Private,Well,0,Informal,0.41,1,Pucca,Firewood,Smartphone,Private Vehicle,1
Chhattisgarh,Rural,Graduate,38.8,Shared,Well,1,Govt job,0.68,1,Semi-Pucca,Biogas,Basic Phone,Public Transport,1
Uttar Pradesh,Rural,Primary,52.0,Shared,Public tap,1,Self-employed,0.44,1,Semi-Pucca,Kerosene,None,Public Transport,1
Jharkhand,Rural,Secondary,20.3,Shared,Well,1,Self-employed,0.47,1,Semi-Pucca,Firewood,Smartphone,Cycle,0
Madhya Pradesh,Rural,Secondary,45.7,Shared,Public tap,1,Private job,0.16,1,Kutcha,Firewood,Smartphone,Public Transport,1
Madhya Pradesh,Rural,Graduate,28.1,No,Well,1,Unemployed,0.22,1,Pucca,LPG,Basic Phone,Public Transport,1
Jharkhand,Urban,Graduate,37.2,Shared,Unprotected,0,Govt job,0.34,1,Pucca,Firewood,Basic Phone,Public Transport,0
Gujarat,Rural,Secondary,52.9,Private,Unprotected,1,Private job,0.67,0,Semi-Pucca,LPG,Smartphone,Walk,1
Madhya Pradesh,Rural,Primary,17.9,Private,Unprotected,1,Unemployed,0.23,1,Pucca,LPG,Smartphone,Cycle,1
Odisha,Rural,Secondary,33.6,Private,Unprotected,1,Self-employed,0.39,1,Kutcha,Kerosene,Smartphone,Cycle,0
Chhattisgarh,Rural,Postgraduate,61.4,No,Unprotected,1,Informal,0.36,1,Pucca,LPG,Basic Phone,Walk,1
Rajasthan,Rural,Secondary,21.7,Shared,Private tap,1,Unemployed,0.08,1,Kutcha,Firewood,Smartphone,Cycle,0
Jharkhand,Rural,Graduate,85.6,Shared,Unprotected,1,Informal,0.1,1,Kutcha,Biogas,Smartphone,Cycle,1
Jharkhand,Rural,Secondary,74.1,Private,Well,1,Self-employed,0.51,0,Semi-Pucca,LPG,Basic Phone,Private Vehicle,1
Uttar Pradesh,Rural,Secondary,40.1,Private,Public tap,1,Private job,0.45,0,Semi-Pucca,LPG,Smartphone,Public Transport,1
Chhattisgarh,Urban,Secondary,34.3,Private,Private tap,1,Self-employed,0.25,1,Kutcha,Firewood,Basic Phone,Private Vehicle,0
Kerala,Rural,Graduate,54.0,No,Well,0,Private job,0.14,1,Semi-Pucca,Firewood,None,Cycle,1
Gujarat,Rural,Graduate,21.1,Shared,Unprotected,1,Unemployed,0.12,1,Kutcha,Firewood,Basic Phone,Private Vehicle,0
Kerala,Rural,Secondary,10.0,No,Unprotected,1,Informal,0.06,1,Semi-Pucca,LPG,Smartphone,Private Vehicle,0
Tamil Nadu,Urban,Secondary,40.8,No,Well,1,Private job,0.35,1,Kutcha,Firewood,Basic Phone,Public Transport,0
West Bengal,Rural,Primary,47.3,No,Private tap,1,Private job,0.08,1,Pucca,Biogas,Basic Phone,Public Transport,0
Odisha,Rural,Primary,51.9,Shared,Public tap,1,Informal,0.12,1,Semi-Pucca,LPG,Smartphone,Public Transport,0
Bihar,Rural,Postgraduate,37.7,Shared,Public tap,1,Self-employed,0.25,1,Pucca,LPG,Smartphone,Cycle,0
Bihar,Rural,Primary,75.5,Shared,Public tap,1,Informal,0.51,1,Semi-Pucca,LPG,None,Cycle,1
Tamil Nadu,Rural,Graduate,20.1,Shared,Public tap,0,Informal,0.33,1,Kutcha,LPG,Basic Phone,Walk,0
Rajasthan,Rural,Graduate,27.2,Private,Unprotected,1,Private job,0.52,1,Semi-Pucca,Firewood,Smartphone,Private Vehicle,1
Bihar,Rural,Graduate,59.7,No,Private tap,1,Govt job,0.38,1,Semi-Pucca,Biogas,Smartphone,Public Transport,0
Maharashtra,Rural,Postgraduate,26.8,No,Unprotected,1,Informal,0.54,1,Semi-Pucca,LPG,None,Cycle,0
Kerala,Rural,Secondary,26.0,Private,Private tap,1,Informal,0.09,1,Semi-Pucca,Kerosene,Smartphone,Public Transport,1
Gujarat,Rural,Graduate,52.5,Private,Public tap,0,Informal,0.2,1,Semi-Pucca,LPG,Basic Phone,Walk,1
Madhya Pradesh,Urban,Primary,28.9,No,Well,0,Govt job,0.24,1,Kutcha,LPG,Basic Phone,Walk,1
West Bengal,Urban,Secondary,47.3,Private,Well,1,Informal,0.16,1,Pucca,Firewood,None,Public Transport,1
Maharashtra,Rural,Graduate,36.0,Shared,Unprotected,1,Private job,0.52,1,Semi-Pucca,Biogas,Smartphone,Private Vehicle,0
Maharashtra,Rural,Primary,32.8,Shared,Well,1,Govt job,0.21,1,Pucca,Firewood,Basic Phone,Cycle,1
Chhattisgarh,Urban,Graduate,8.0,Shared,Unprotected,1,Informal,0.46,1,Kutcha,Kerosene,Basic Phone,Public Transport,0
Kerala,Urban,Graduate,52.8,Shared,Unprotected,1,Govt job,0.24,1,Semi-Pucca,Firewood,Smartphone,Cycle,0
Uttar Pradesh,Rural,Graduate,25.1,Private,Private tap,0,Self-employed,0.13,1,Pucca,LPG,Basic Phone,Public Transport,1
Chhattisgarh,Rural,Primary,46.6,Shared,Public tap,0,Informal,0.22,1,Semi-Pucca,LPG,None,Public Transport,0
Bihar,Urban,Secondary,39.8,Shared,Public tap,1,Informal,0.55,1,Kutcha,Biogas,Basic Phone,Cycle,0
Maharashtra,Rural,Primary,45.9,Private,Public tap,1,Private job,0.36,1,Semi-Pucca,LPG,None,Public Transport,0
Uttar Pradesh,Rural,Graduate,47.0,Shared,Public tap,1,Informal,0.12,1,Semi-Pucca,LPG,Smartphone,Cycle,0
Chhattisgarh,Rural,Secondary,53.9,Private,Private tap,1,Govt job,0.42,0,Semi-Pucca,Biogas,None,Private Vehicle,1
